seed,epsilon,delta,m,threshold,cal_coverage,cal_avg_size,test_coverage,test_avg_size,time_solve_threshold,avg_time_per_test
42,0.1,-1,4,0.7,0.915,3.685,0.88375,4.5725,11127.003413915634,2.463070885837078
42,0.1,-1,8,0.7,0.915,2.34,0.88125,2.46375,11824.442829847336,2.3591659501194955
42,0.1,-1,1,0.55,0.915,61.705,0.85875,79.525,13791.157069444656,2.286207312643528
42,0.2,-1,8,0.3,0.81,1.09,0.72625,1.07,15355.822603225708,2.270025878846645
42,0.2,-1,1,0.3,0.81,2.89,0.74125,6.6025,15345.492077350616,2.3025084960460664
42,0.2,-1,4,0.3,0.81,1.12,0.72625,1.07,15434.762157678604,2.246143117547035
42,0.2,-1,2,0.3,0.81,1.24,0.7275,1.3375,16261.895522117615,2.29444592744112
42,0.4,-1,8,0.1,0.665,1.005,0.65125,1.00125,17713.87683200836,2.3032293739914893
42,0.4,-1,4,0.1,0.67,1.005,0.6525,1.00125,17688.966786146164,2.3714762517809866
42,0.4,-1,2,0.1,0.665,1.005,0.6525,1.00125,17777.508187055588,2.362286725640297
42,0.4,-1,1,0.1,0.705,1.045,0.64375,1.12375,17771.886902093887,2.4444188037514687
123,0.05,-1,8,0.95,0.955,10.06,0.9625,16.4475,4290.5327072143555,3.0375705668330193
123,0.05,-1,4,0.95,0.965,71.015,0.9625,71.6275,4334.308495759964,3.018645415008068
123,0.05,-1,2,0.9,0.96,119.21,0.96375,136.96375,5247.194575786591,2.729010161459446
123,0.05,-1,1,0.85,0.96,224.695,0.96875,270.91,5615.6921265125275,2.5392515137791634
123,0.1,-1,2,0.8,0.925,60.505,0.93375,65.6025,6531.494327545166,2.435591711997986
123,0.1,-1,8,0.8,0.9,2.31,0.90375,3.35,6699.957922458649,2.3872034162282945
123,0.1,-1,4,0.8,0.9,4.92,0.905,12.39625,6760.478936672211,2.371756467819214
123,0.1,-1,1,0.6,0.9,88.345,0.89625,122.37625,8721.125437736511,2.3218530252575875
123,0.2,-1,4,0.55,0.825,1.365,0.83,1.83875,9522.979994058609,2.2737776109576227
123,0.2,-1,2,0.5,0.825,1.415,0.81875,5.8025,10061.340696811676,2.3030982178449633
123,0.2,-1,8,0.5,0.805,1.235,0.8075,1.36125,10217.604965925217,2.2541470900177956
123,0.2,-1,1,0.4,0.815,22.825,0.79,25.24375,11135.764680147171,2.2874192649126055
123,0.4,-1,1,0.1,0.66,1.0,0.63125,1.0225,14633.185649871826,2.4963670498132706
123,0.4,-1,4,0.1,0.695,1.0,0.67625,1.0025,14752.948326587677,2.358696970641613
123,0.4,-1,2,0.1,0.7,1.0,0.675,1.0025,14746.980659484863,2.3641068550944326
123,0.4,-1,8,0.1,0.695,1.0,0.675,1.0025,14707.702357053757,2.415650678575039
516,0.05,-1,8,0.95,0.975,17.565,0.96875,22.40625,4520.969726324081,4.550184137523174
516,0.05,-1,4,0.95,0.98,92.885,0.965,82.145,4496.5099403858185,4.598600267469883
516,0.05,-1,1,0.8,0.97,244.405,0.9675,248.82625,7506.416425704956,3.3744507759809492
516,0.1,-1,8,0.8,0.915,3.685,0.92125,4.63375,7848.335726737976,3.098649995625019
516,0.05,-1,2,0.8,0.955,82.98,0.93375,79.55625,7845.400284767151,3.0977821838855744
516,0.1,-1,4,0.75,0.9,5.445,0.90125,6.9675,8800.443243026733,2.775145971775055
516,0.1,-1,2,0.7,0.905,50.775,0.89625,37.10125,9735.51355957985,2.421381497979164
516,0.1,-1,1,0.6,0.905,150.13,0.89125,108.29125,10964.611658334732,2.3272418078780173
516,0.2,-1,8,0.6,0.82,1.755,0.8325,1.9,11098.65667438507,2.306437121927738
516,0.2,-1,4,0.6,0.82,2.015,0.83375,2.845,11140.970832824707,2.300116029083729
516,0.2,-1,2,0.55,0.815,5.11,0.81875,10.28875,11526.39717578888,2.356742228269577
516,0.2,-1,1,0.45,0.805,38.17,0.815,38.35,12631.457024097443,2.349399394392967
516,0.4,-1,1,0.15,0.64,1.09,0.65375,1.16875,16461.718814849854,2.531384336054325
516,0.4,-1,2,0.1,0.64,1.005,0.6275,1.0125,16812.332580327988,2.4952066871523857
516,0.4,-1,8,0.1,0.64,1.005,0.6275,1.005,16777.12443304062,2.6361580154299737
516,0.4,-1,4,0.1,0.64,1.005,0.6275,1.005,16930.480464220047,2.4829350233078005
2024,0.05,-1,8,0.85,0.96,5.91,0.91,5.77,5942.141483306885,2.5689723014831545
2024,0.05,-1,4,0.85,0.96,14.99,0.90875,23.46625,5975.7425100803375,2.675022883415222
2024,0.05,-1,2,0.8,0.97,85.355,0.92875,74.0575,6683.322247505188,2.548474273979664
2024,0.05,-1,1,0.7,0.95,168.265,0.925,176.66875,7761.739180088043,2.416900111436844
2024,0.1,-1,4,0.7,0.9,3.85,0.85625,4.47375,7993.926035165787,2.375058141052723
2024,0.1,-1,2,0.7,0.91,22.935,0.87625,41.7325,7975.169056177139,2.4001739236712454
2024,0.1,-1,8,0.7,0.9,2.455,0.85375,2.22125,8134.097979545593,2.385593257844448
2024,0.1,-1,1,0.6,0.925,124.21,0.8825,107.95375,8855.349948883057,2.313647220134735
2024,0.2,-1,4,0.5,0.805,1.515,0.7725,1.445,10291.224628686905,2.2709868681430816
2024,0.2,-1,8,0.5,0.82,1.335,0.77125,1.35125,10394.729624986649,2.268348526954651
2024,0.2,-1,2,0.5,0.8,5.02,0.78,6.59,10532.068044900894,2.232698847055435
2024,0.2,-1,1,0.45,0.81,46.63,0.8075,46.07875,10778.300711393356,2.274809073507786
2024,0.4,-1,1,0.1,0.675,1.0,0.61875,1.0,15007.165387392044,2.3210148561000823
2024,0.4,-1,8,0.05,0.605,1.0,0.5325,1.0,15513.458699703217,2.1932780706882475
2024,0.4,-1,2,0.05,0.6,1.0,0.53375,1.0,15632.985424995422,2.1822488617897036
2024,0.4,-1,4,0.05,0.605,1.0,0.53125,1.0,15649.35985159874,2.198099238574505
