seed,epsilon,delta,m,threshold,cal_coverage,cal_avg_size,test_coverage,test_avg_size,time_solve_threshold,avg_time_per_test
2,0.4,0.1,8,0.1,0.71,1.0,0.72125,1.0,5846.178366184235,0.488963203728199
2,0.4,0.1,2,0.1,0.705,1.0,0.72125,1.0,5852.471817731857,0.4840843027830124
2,0.4,0.001,4,0.1,0.71,1.0,0.72125,1.0,5885.216490030289,0.4682862594723701
2,0.4,0.01,4,0.1,0.71,1.0,0.72125,1.0,5893.788198232651,0.46262842684984207
2,0.4,0.1,1,0.1,0.705,1.0,0.70875,1.0,5901.855283021927,0.474118047952652
2,0.4,0.1,4,0.1,0.71,1.0,0.72125,1.0,5915.384243249893,0.4593928343057632
2,0.4,0.01,2,0.1,0.705,1.0,0.72125,1.0,5908.830722093582,0.4669788056612015
42,0.05,0.01,4,0.99,0.99,21.53,0.995,25.1225,405.79475688934326,0.42632664650678637
42,0.1,0.001,1,0.85,0.98,25.12,0.97875,30.3175,936.7126271724701,0.4666337460279465
42,0.1,0.1,1,0.7,0.945,14.365,0.94875,17.75125,1006.0162377357483,0.46480181097984313
42,0.05,0.001,8,0.995,0.995,12.77,0.99625,12.6125,731.6233966350555,0.8864235681295395
42,0.05,0.001,4,0.995,0.995,30.585,0.9975,34.6825,714.8669035434723,0.9163776737451553
42,0.1,0.1,8,0.8,0.93,1.775,0.9275,1.79625,1233.531555891037,0.44633593916893005
42,0.05,0.001,1,0.99,1.0,65.71,1.0,68.41,865.3582448959351,0.8584250989556312
42,0.2,0.01,8,0.6,0.89,1.315,0.8725,1.29,1288.2416017055511,0.4582153803110123
42,0.05,0.01,2,0.99,0.995,46.675,0.99875,48.4925,900.8771159648895,0.859594686627388
42,0.2,0.01,4,0.6,0.885,1.335,0.87375,1.32625,1296.756206035614,0.4651697301864624
42,0.05,0.001,2,0.99,0.995,46.675,0.99875,48.4925,936.3286859989166,0.8348735266923905
42,0.05,0.01,8,0.99,0.99,9.855,0.99375,9.15375,956.8378608226776,0.8857362973690033
42,0.2,0.001,1,0.5,0.89,5.5,0.87625,6.34375,1475.4450616836548,0.420874063372612
42,0.1,0.001,8,0.95,0.98,4.185,0.97875,3.8975,1149.0032560825348,0.7795982122421264
42,0.05,0.01,1,0.95,0.99,43.93,0.99375,45.33625,1145.2717416286469,0.8047661462426186
42,0.05,0.1,4,0.95,0.98,9.295,0.98375,8.45,1128.2352793216705,0.8524221810698509
42,0.05,0.1,8,0.95,0.98,4.185,0.97875,3.8975,1174.3967859745026,0.8331443950533867
42,0.1,0.001,4,0.95,0.98,9.295,0.98375,8.45,1160.8772242069244,0.8593380907177925
42,0.1,0.001,2,0.9,0.975,13.49,0.98,14.8775,1342.5040724277496,0.7591483342647553
42,0.05,0.1,2,0.9,0.975,13.49,0.98,14.8775,1338.558339357376,0.7929190158843994
42,0.2,0.1,8,0.4,0.84,1.065,0.83,1.07375,1801.7446963787079,0.38397474646568297
42,0.05,0.1,1,0.85,0.98,25.12,0.97875,30.3175,1546.3384408950806,0.7159190911054611
42,0.1,0.01,4,0.85,0.95,4.31,0.95,2.79625,1605.4662985801697,0.6887811428308487
42,0.1,0.01,8,0.85,0.955,2.17,0.95125,2.11625,1599.3925535678864,0.7012125778198243
42,0.1,0.01,2,0.85,0.95,9.01,0.9625,10.875,1712.3488385677338,0.6794893684983253
42,0.1,0.1,4,0.8,0.935,2.695,0.9275,2.1875,1812.5639882087708,0.644753280878067
42,0.1,0.01,1,0.75,0.95,16.255,0.955,20.6875,1888.0539772510529,0.5956546497344971
42,0.1,0.1,2,0.75,0.935,4.47,0.93375,5.55375,1945.724033355713,0.5955661937594414
42,0.4,0.001,8,0.1,0.735,1.005,0.71375,1.0,2296.533175945282,0.3489160451292992
42,0.4,0.01,4,0.1,0.735,1.005,0.71375,1.0,2333.2690250873566,0.34509995639324187
42,0.4,0.001,4,0.1,0.735,1.005,0.71375,1.0,2355.246732234955,0.3560047069191933
42,0.4,0.1,4,0.05,0.665,1.0,0.63125,1.0,2385.582375049591,0.3373909518122673
42,0.4,0.1,2,0.05,0.665,1.0,0.63125,1.0,2385.4175882339478,0.3505237331986427
42,0.4,0.1,1,0.04,0.655,1.0,0.6025,1.0,2415.866898059845,0.35805715918540953
42,0.2,0.001,4,0.65,0.91,1.445,0.8875,1.425,2334.6027574539185,0.49104820907115937
42,0.2,0.001,2,0.6,0.92,2.53,0.87875,1.92875,2448.428041934967,0.4448471999168396
42,0.2,0.001,8,0.6,0.89,1.315,0.8725,1.29,2444.7693634033203,0.4823867577314377
42,0.2,0.01,2,0.5,0.87,1.77,0.8425,1.35125,2696.8651983737946,0.42548516392707825
42,0.2,0.1,2,0.45,0.85,1.63,0.83625,1.18,2769.159833908081,0.439735082089901
42,0.2,0.1,4,0.45,0.845,1.11,0.83875,1.1225,2803.6407113075256,0.41552597254514695
42,0.2,0.01,1,0.4,0.875,2.755,0.8425,2.71,2899.297814846039,0.4158568751811981
42,0.2,0.1,1,0.3,0.87,1.63,0.81625,1.27,2997.3481905460358,0.40072050243616103
42,0.4,0.01,1,0.1,0.715,1.045,0.72125,1.0,3390.17781996727,0.3957722702622414
42,0.4,0.001,2,0.1,0.735,1.005,0.7125,1.0,3471.552199602127,0.39518780648708346
42,0.4,0.001,1,0.1,0.715,1.045,0.72125,1.0,3472.9494626522064,0.40147292882204055
42,0.4,0.01,2,0.1,0.735,1.005,0.7125,1.0,3531.889199256897,0.3877439695596695
42,0.4,0.01,8,0.1,0.735,1.005,0.71375,1.0,3534.780436038971,0.39481640309095384
42,0.4,0.1,8,0.05,0.665,1.0,0.63125,1.0,3590.2010118961334,0.39115645587444303
123,0.05,0.001,2,0.99,1.0,47.735,0.99875,45.79875,625.387128829956,0.5956529268622398
123,0.05,0.001,4,0.99,0.995,27.635,0.99625,25.12875,636.1944749355316,0.6141036388278007
123,0.05,0.001,8,0.99,0.995,9.425,0.9925,9.42625,659.6902465820312,0.60259242862463
123,0.05,0.01,4,0.99,0.995,27.635,0.99625,25.12875,641.0791165828705,0.6708177155256272
123,0.05,0.001,1,0.9,0.995,36.415,0.98375,33.77125,876.0173864364624,0.5134106168150901
123,0.1,0.001,4,0.9,0.975,6.515,0.95875,4.665,899.4396350383759,0.530457946062088
123,0.05,0.01,2,0.95,0.99,28.86,0.98625,24.48,788.5074603557587,0.6459779742360116
123,0.05,0.1,4,0.9,0.975,6.515,0.95875,4.665,897.1893794536591,0.5431476989388466
123,0.1,0.01,8,0.9,0.975,2.81,0.95875,2.56875,926.1944954395294,0.5229137191176414
123,0.05,0.01,8,0.95,0.985,4.01,0.97125,3.7675,857.5440468788147,0.6132397842407227
123,0.05,0.1,2,0.9,0.98,20.7,0.9725,15.8575,940.2460405826569,0.5700439432263374
123,0.1,0.001,8,0.9,0.975,2.81,0.95875,2.56875,976.6276934146881,0.5601615536212922
123,0.1,0.001,2,0.85,0.965,16.345,0.96,11.03875,1075.4534254074097,0.48590580701828
123,0.05,0.1,8,0.9,0.975,2.81,0.95875,2.56875,994.0062489509583,0.5856204462051392
123,0.1,0.01,4,0.85,0.95,4.01,0.94875,3.2025,1106.9838984012604,0.48718611419200897
123,0.1,0.01,2,0.8,0.95,10.485,0.94625,8.18375,1134.6757369041443,0.48016624748706815
123,0.05,0.1,1,0.85,0.985,31.915,0.97375,28.34875,1116.6473109722137,0.5127917638421059
123,0.05,0.01,1,0.85,0.985,31.915,0.97375,28.34875,1115.099139213562,0.5304960885643959
123,0.1,0.1,4,0.75,0.93,1.985,0.91625,1.99625,1318.6762042045593,0.4347490790486336
123,0.1,0.1,8,0.8,0.93,1.875,0.935,1.8325,1323.173388004303,0.45620645582675934
123,0.1,0.001,1,0.75,0.965,25.165,0.95375,20.78875,1347.5402100086212,0.4538886097073555
123,0.1,0.1,2,0.75,0.935,7.93,0.92875,6.405,1427.9128232002258,0.42149505227804185
123,0.2,0.001,8,0.7,0.905,1.58,0.91125,1.52,1560.530059337616,0.3853723841905594
123,0.2,0.001,2,0.65,0.895,4.61,0.895,3.38,1575.9503381252289,0.40955470263957977
123,0.1,0.1,1,0.6,0.935,16.255,0.91,12.6325,1623.0169839859009,0.39421920478343964
123,0.1,0.01,1,0.65,0.95,19.585,0.93,15.70375,1677.6132550239563,0.3663021314144135
123,0.2,0.01,4,0.6,0.88,1.445,0.87875,1.37625,1646.7508203983307,0.3987353178858757
123,0.2,0.01,8,0.6,0.88,1.34,0.87875,1.30625,1660.4130547046661,0.3921470871567726
123,0.2,0.01,2,0.6,0.885,3.52,0.885,2.4625,1740.1108584403992,0.3518446731567383
123,0.2,0.1,2,0.55,0.85,2.415,0.86,2.0625,1744.7303204536438,0.3892134702205658
123,0.2,0.1,1,0.5,0.89,10.225,0.87375,7.2775,1772.062267780304,0.3884215521812439
123,0.2,0.001,1,0.5,0.89,10.225,0.87375,7.2775,1803.2988891601562,0.38649204283952715
123,0.2,0.01,1,0.5,0.89,10.225,0.87375,7.2775,1816.8188908100128,0.374951414167881
123,0.2,0.1,4,0.5,0.85,1.25,0.8425,1.18,1868.5311999320984,0.39967522770166397
123,0.2,0.001,4,0.7,0.9,1.79,0.91125,1.77125,1782.5255992412567,0.6833840468525887
123,0.2,0.1,8,0.5,0.85,1.215,0.84375,1.165,1944.0798118114471,0.5843057006597518
123,0.4,0.1,1,0.1,0.69,1.0,0.69875,1.0,2585.178464651108,0.37488156884908674
123,0.4,0.01,1,0.1,0.69,1.0,0.69875,1.0,2589.4094302654266,0.3799742823839188
123,0.4,0.001,4,0.1,0.71,1.0,0.70625,1.0,2722.2074043750763,0.39793632715940475
123,0.4,0.01,8,0.05,0.685,1.0,0.6275,1.0,2734.8508219718933,0.3856150782108307
123,0.4,0.01,4,0.05,0.685,1.0,0.6275,1.0,2739.8249456882477,0.39570123493671416
123,0.4,0.001,1,0.15,0.75,1.045,0.74,1.01125,2775.541392803192,0.3906010019779205
123,0.4,0.001,2,0.1,0.71,1.0,0.7075,1.0,2861.259153366089,0.391376790702343
123,0.4,0.001,8,0.1,0.71,1.0,0.70625,1.0,2939.888249397278,0.3563827112317085
123,0.4,0.01,2,0.05,0.685,1.0,0.6275,1.0,3008.130985021591,0.33249740928411486
123,0.4,0.1,8,0.04,0.65,1.0,0.61375,1.0,3100.032415866852,0.33494793623685837
123,0.4,0.1,4,0.04,0.65,1.0,0.61375,1.0,3109.6131558418274,0.3284217423200607
123,0.4,0.1,2,0.04,0.65,1.0,0.61375,1.0,3804.6579961776733,0.530388408601284
516,0.05,0.001,8,0.999,1.0,25.195,0.99625,27.525,384.3836510181427,0.6641169407963753
516,0.05,0.001,4,0.995,0.995,31.425,0.9975,35.8675,546.6144869327545,0.58190798163414
516,0.05,0.01,1,0.95,0.995,42.76,0.995,47.58625,757.0696136951447,0.5314367297291755
516,0.05,0.01,2,0.95,0.99,26.59,0.985,27.62,827.6945941448212,0.5457894912362099
516,0.05,0.1,4,0.95,0.985,9.745,0.97625,10.0925,824.5828733444214,0.577098713517189
516,0.05,0.1,8,0.95,0.985,3.76,0.97625,4.55,868.9497816562653,0.5546403783559799
516,0.05,0.01,8,0.95,0.985,3.76,0.97625,4.55,854.4855434894562,0.5782520350813866
516,0.05,0.1,1,0.85,0.975,28.72,0.98125,30.52,1073.8000741004944,0.4922527340054512
516,0.1,0.01,2,0.85,0.955,11.94,0.96125,13.0275,1101.1795451641083,0.48037528574466704
516,0.1,0.01,4,0.85,0.955,3.455,0.94875,3.79875,1107.506504058838,0.4933708643913269
516,0.1,0.01,8,0.85,0.95,2.065,0.945,2.395,1114.865473985672,0.4866018146276474
516,0.1,0.01,1,0.8,0.97,21.925,0.97125,26.0875,1190.4236600399017,0.4604708033800125
516,0.1,0.1,4,0.8,0.94,2.025,0.93875,2.77125,1223.7446112632751,0.4528543370962143
516,0.1,0.1,2,0.8,0.94,8.135,0.95125,9.55875,1208.103349685669,0.48429746836423876
516,0.05,0.1,2,0.95,0.99,26.59,0.985,27.62,1025.631767988205,1.592720780670643
516,0.05,0.001,2,0.99,1.0,44.17,0.99625,49.97625,1973.828456878662,0.6572687551379204
516,0.1,0.1,1,0.65,0.935,16.255,0.93125,14.82625,2456.17973780632,0.38058482110500336
516,0.4,0.001,2,0.1,0.74,1.0,0.70125,1.0,2682.3033299446106,0.3938369897007942
516,0.4,0.1,2,0.05,0.655,1.0,0.625,1.0,2749.4867084026337,0.37694060504436494
516,0.1,0.001,1,0.8,0.97,21.925,0.97125,26.0875,2235.8550605773926,1.264381814599037
516,0.1,0.1,8,0.8,0.94,1.775,0.93625,2.04875,2308.420515060425,1.2672152775526047
516,0.1,0.001,4,0.95,0.985,9.745,0.97625,10.0925,2275.72908782959,1.4063321152329444
516,0.1,0.001,8,0.95,0.985,3.76,0.97625,4.55,2213.7333970069885,1.5191350296139716
516,0.05,0.01,4,0.95,0.985,9.745,0.97625,10.0925,2305.780905723572,1.4339875000715256
516,0.05,0.001,1,0.95,0.995,42.76,0.995,47.58625,2450.2570929527283,1.4347089198231697
516,0.2,0.1,2,0.55,0.855,1.445,0.8675,2.04,3365.68453168869,0.5355601060390472
516,0.2,0.01,8,0.65,0.885,1.4,0.895,1.46125,3645.7680735588074,0.37290907323360445
516,0.1,0.001,2,0.9,0.97,16.05,0.97375,18.30125,2821.2118258476257,1.29992342710495
516,0.2,0.001,2,0.65,0.89,3.455,0.8975,3.245,4330.171170949936,0.36583150923252106
516,0.4,0.01,2,0.1,0.74,1.0,0.70125,1.0,4345.503228664398,0.3830070686340332
516,0.2,0.001,4,0.7,0.905,1.55,0.9075,1.7525,4032.965140104294,0.8342545068264008
516,0.2,0.001,8,0.7,0.905,1.49,0.90875,1.6125,4039.127589702606,0.8412802314758301
516,0.2,0.1,4,0.55,0.85,1.225,0.86,1.315,4535.049591064453,0.3827881279587746
516,0.2,0.01,4,0.65,0.885,1.4,0.895,1.52625,4263.479968070984,0.7601945343613624
516,0.2,0.01,2,0.65,0.89,3.455,0.8975,3.245,4290.253547906876,0.739078118801117
516,0.4,0.1,4,0.05,0.655,1.0,0.625,1.0,4594.512958288193,0.5256899493932724
516,0.2,0.1,8,0.55,0.85,1.225,0.86,1.27375,4687.550775766373,0.5784375527501107
516,0.2,0.01,1,0.55,0.89,9.955,0.90375,9.9325,4686.798020124435,0.5782187813520432
516,0.2,0.001,1,0.55,0.89,9.955,0.90375,9.9325,4708.077896356583,0.5626137202978134
516,0.2,0.1,1,0.5,0.86,7.165,0.88875,7.255,4925.1288685798645,0.4699339932203293
516,0.4,0.001,4,0.1,0.74,1.0,0.7025,1.0,5128.049037694931,0.4049887242913246
516,0.4,0.01,8,0.1,0.74,1.0,0.7025,1.0,5258.129051923752,0.3246635663509369
516,0.4,0.1,8,0.05,0.655,1.0,0.625,1.0,5229.231576681137,0.354584247469902
516,0.4,0.001,1,0.15,0.715,1.0,0.75375,1.01125,5518.621611118317,0.3882741829752922
516,0.4,0.01,4,0.1,0.74,1.0,0.7025,1.0,5588.84751200676,0.3260651260614395
516,0.4,0.001,8,0.1,0.74,1.0,0.7025,1.0,5632.616003751755,0.31868813186883926
516,0.4,0.1,1,0.1,0.705,1.0,0.705,1.0,5687.8598001003265,0.3283316516876221
516,0.4,0.01,1,0.1,0.705,1.0,0.705,1.0,5735.974438905716,0.3320074489712715
2024,0.05,0.001,8,0.995,1.0,13.76,1.0,14.3875,512.8150696754456,0.7024334836006164
2024,0.05,0.01,4,0.99,1.0,26.855,0.99625,25.64875,656.6900587081909,0.6866663900017739
2024,0.1,0.001,4,0.95,0.98,12.555,0.98,9.93,761.7157173156738,0.5961022713780403
2024,0.05,0.01,8,0.99,0.99,10.275,0.99375,10.48625,684.7915036678314,0.6779984918236732
2024,0.05,0.1,4,0.95,0.98,12.555,0.98,9.93,827.8521966934204,0.6535721445083618
2024,0.05,0.001,1,0.9,1.0,35.29,0.98625,35.90875,918.7774314880371,0.5859394225478173
2024,0.2,0.001,2,0.7,0.91,6.685,0.91875,4.77625,1087.0794095993042,0.41649356186389924
2024,0.05,0.1,8,0.95,0.98,4.635,0.97625,4.1075,854.3288908004761,0.6534967425465584
2024,0.1,0.001,8,0.9,0.965,3.0,0.94875,2.705,958.4477679729462,0.599908555150032
2024,0.2,0.001,4,0.65,0.9,1.605,0.8925,1.45875,1199.5736510753632,0.41634534537792206
2024,0.1,0.01,4,0.9,0.96,7.075,0.94875,5.14,994.5457553863525,0.6381894341111183
2024,0.05,0.1,2,0.9,0.995,18.435,0.9725,16.42,1019.0775952339172,0.6463000908493995
2024,0.05,0.01,2,0.9,0.995,18.435,0.9725,16.42,1026.5558903217316,0.6394942337274552
2024,0.1,0.01,8,0.9,0.965,3.0,0.94875,2.705,1039.3095631599426,0.6293847468495369
2024,0.05,0.01,1,0.8,0.985,27.91,0.96875,25.42375,1210.613399028778,0.5473287388682365
2024,0.1,0.001,2,0.85,0.965,14.115,0.95625,12.18,1173.7034029960632,0.5960121548175812
2024,0.2,0.001,1,0.55,0.905,10.405,0.895,9.2575,1371.74041056633,0.396361908018589
2024,0.1,0.1,8,0.8,0.94,2.025,0.92125,1.8525,1236.2790389060974,0.5751333501935005
2024,0.1,0.1,4,0.8,0.94,2.58,0.92375,2.6025,1263.3286399841309,0.5551921102404594
2024,0.1,0.01,2,0.8,0.95,10.94,0.94125,9.17875,1316.8088963031769,0.5491591250896454
2024,0.05,0.001,4,0.99,1.0,26.855,0.99625,25.64875,869.8888621330261,1.2369812622666359
2024,0.05,0.1,1,0.7,0.975,21.745,0.94375,17.65,1643.4716703891754,0.4852200827002525
2024,0.1,0.001,1,0.65,0.965,15.355,0.9325,15.43375,1651.218199968338,0.4805326813459396
2024,0.1,0.01,1,0.65,0.965,15.355,0.9325,15.43375,1766.8068552017212,0.46201304972171786
2024,0.2,0.001,8,0.65,0.9,1.45,0.89375,1.39375,1769.3560073375702,0.46703374058008196
2024,0.2,0.1,2,0.55,0.88,2.085,0.8675,1.93875,1886.9803800582886,0.4623157462477684
2024,0.2,0.1,1,0.45,0.845,6.49,0.85375,5.455,2188.8295698165894,0.42454389423131944
2024,0.05,0.001,2,0.9,0.995,18.435,0.9725,16.42,1531.7170646190643,1.132792710661888
2024,0.4,0.001,1,0.2,0.725,1.09,0.775,1.01125,2700.541358947754,0.3881150987744331
2024,0.1,0.1,2,0.8,0.95,10.94,0.94125,9.17875,2133.3039829730988,1.1602701169252396
2024,0.4,0.01,1,0.1,0.73,1.0,0.70875,1.0,2897.1955585479736,0.393535338640213
2024,0.4,0.001,4,0.04,0.72,1.0,0.60875,1.0,3083.343668937683,0.3878387066721916
2024,0.4,0.001,2,0.04,0.72,1.0,0.60875,1.0,3098.4462270736694,0.39391936630010604
2024,0.4,0.001,8,0.04,0.72,1.0,0.61,1.0,3126.364753007889,0.38702346593141557
2024,0.4,0.1,4,0.03,0.65,1.0,0.5775,1.0,3187.494837999344,0.3900851908326149
2024,0.4,0.1,1,0.05,0.655,1.0,0.62375,1.0,3139.2459859848022,0.45854216426610944
2024,0.4,0.1,8,0.03,0.65,1.0,0.57625,1.0,3220.869211435318,0.38431665778160096
2024,0.4,0.1,2,0.03,0.655,1.0,0.575,1.0,3378.5026540756226,0.441069150865078
2024,0.2,0.01,4,0.6,0.875,1.42,0.8825,1.33125,2019.6471512317657,1.913975396156311
2024,0.2,0.01,2,0.55,0.88,2.085,0.8675,1.93875,3519.3305761814117,0.6308953049778938
2024,0.1,0.1,1,0.6,0.94,14.05,0.9225,12.07,3220.4434535503387,1.0699919167160987
2024,0.2,0.01,8,0.6,0.88,1.34,0.8825,1.30375,3249.6828072071075,1.0561562550067902
2024,0.2,0.1,4,0.55,0.86,1.25,0.86125,1.25,3521.090354204178,0.914144919514656
2024,0.2,0.1,8,0.55,0.865,1.25,0.86375,1.2325,3524.8155393600464,0.9290878877043725
2024,0.2,0.01,1,0.55,0.905,10.405,0.895,9.2575,3497.9766047000885,0.9983199605345726
2024,0.4,0.01,8,0.04,0.72,1.0,0.61,1.0,5160.007276773453,0.3582853323221207
2024,0.4,0.01,4,0.04,0.72,1.0,0.60875,1.0,4381.144310951233,2.0516448345780374
2024,0.4,0.01,2,0.04,0.72,1.0,0.60875,1.0,8005.7417867183685,0.3652821239829063
